stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1474,709,CALEDONIA RD AT CARTWRIGHT AVE,,43.721696,-79.469256,,,,,1
1475,2960,MORNINGSIDE AVE AT MILNER AVE,,43.800408,-79.199317,,,,,1
1476,6798,PRITCHARD AVE AT JANE ST EAST SIDE,,43.669556,-79.492419,,,,,2
1477,282,BAYVIEW AVE AT BYNG AVE NORTH SIDE,,43.782213,-79.391381,,,,,1
1478,11516,MAPLE LEAF DR AT ROADWAY TO 290-300 QUEENS DR APARTMENTS,,43.709687,-79.502436,,,,,1
1479,2168,DUNDAS ST WEST AT HURON ST,,43.653245,-79.396248,,,,,2
1480,2839,BINGHAM LOOP,,43.68146,-79.285,,,,,2
1481,6755,PHARMACY AVE AT STELLARTON RD,,43.713755,-79.292742,,,,,1
1483,9650,LAWRENCE AVE EAST AT MCCOWAN RD,,43.755706,-79.245279,,,,,1
1484,8417,VAUGHAN RD AT MAPLEWOOD AVE SOUTH SIDE,,43.685684,-79.422035,,,,,1
1485,7722,ELLESMERE RD AT DUNDALK DR WEST SIDE,,43.765185,-79.284336,,,,,1
1486,4076,KENNEDY RD AT CORNWALLIS DR SOUTH SIDE,,43.751587,-79.275821,,,,,1
1487,8489,OPPOSITE 2791 VICTORIA PARK AVE,,43.782185,-79.326411,,,,,1
1488,10260,MORNINGSTAR DR AT COLLETT RD,,43.710376,-79.649557,,,,,2
1489,5354,LAWRENCE AVE WEST AT VIA BAGNATO,,43.71448,-79.452245,,,,,2
1490,6504,LAMBTON AVE AT GUESTVILLE AVE,,43.682894,-79.489445,,,,,2
1491,5829,MT PLEASANT RD AT LAWRENCE CRES,,43.724052,-79.396478,,,,,1
1492,5390,LAWRENCE AVE WEST AT MARLEE AVE WEST SIDE,,43.715591,-79.447093,,,,,1
1493,3233,YONGE ST AT IRWIN AVE,,43.666768,-79.385426,,,,,1
1494,8149,ST CLAIR AVE WEST AT AVENUE RD EAST SIDE,,43.686666,-79.400882,,,,,1
1495,7020,ROYAL YORK RD AT CASTLEBAR RD SOUTH SIDE,,43.632338,-79.505182,,,,,1
1496,4586,ROSELAWN AVE AT CHAPLIN CRES,,43.705564,-79.424184,,,,,1
1497,864,COSBURN AVE AT TODMORDEN LANE,,43.690184,-79.345205,,,,,1
1498,13664,MARKHAM RD AT HIGH GLEN AVE,,43.851365,-79.254683,,,,,1
1499,10673,ORMSKIRK AVE AT RIPLEY AVE EAST SIDE,,43.639262,-79.475792,,,,,1
1500,4854,CARLAW AVE AT DUNDAS ST EAST,,43.664707,-79.341479,,,,,2
1502,8616,WARDEN AVE AT WALKWAY TO SEAGRAVE CRES,,43.809176,-79.322148,,,,,1
1503,4971,DIXON RD AT CHETTA PL,,43.696037,-79.551671,,,,,1
1504,387,BIRCHMOUNT RD AT CANADIAN RD,,43.761471,-79.290724,,,,,2
1505,5440,LESLIE ST AT EGLINTON AVE EAST,,43.717819,-79.350442,,,,,2
1506,1353,44 MILNER AVE,,43.785124,-79.253539,,,,,2
1507,283,BAYVIEW AVE AT BYNG AVE SOUTH SIDE,,43.781659,-79.391546,,,,,1
1509,7466,YORK MILLS RD AT BANBURY RD (EAST),,43.752639,-79.365268,,,,,1
1510,4835,BRIMLEY RD AT WALKWAY TO GOLDHAWK TRAIL,,43.818639,-79.28304,,,,,1
1512,1680,ALBION RD AT BEAUMONDE HEIGHTS PARK WEST SIDE,,43.738716,-79.573613,,,,,2
1513,7061,RUNNYMEDE RD AT GLENWOOD AVE,,43.65703,-79.478841,,,,,1
1516,8692,3636 WESTON RD,,43.759232,-79.544263,,,,,1
1517,5101,GARY DR AT LANGSIDE AVE,,43.711282,-79.518289,,,,,1
1518,7378,SUMMERHILL AVE AT MACLENNAN AVE,,43.685729,-79.377692,,,,,2
1519,7557,BIRCHMOUNT RD AT RALEIGH AVE,,43.701761,-79.265833,,,,,1
1521,2830,LESMILL RD AT YORK MILLS RD NORTH SIDE,,43.755081,-79.352084,,,,,1
1522,7738,ERINGATE DR AT SANCTBURY PL,,43.661653,-79.578729,,,,,1
1523,1269,MARKLAND DR (WEST) AT BLOOR ST WEST NORTH SIDE,,43.629667,-79.580248,,,,,1
1524,9188,YORK MILLS RD AT BAYVIEW AVE,,43.74787,-79.384519,,,,,1
1525,6536,MACLENNAN AVE AT DOUGLAS DR,,43.684806,-79.377845,,,,,1
1526,25,ANNETTE ST AT DURIE ST,,43.659636,-79.482199,,,,,1
1527,1596,STEELES AVE WEST AT PETROLIA RD,,43.782395,-79.490224,,,,,1
1528,3983,KEELE ST AT SIR WILLIAM HEARST AVE,,43.724529,-79.48185,,,,,1
1529,4206,KINGSTON RD AT BIRCHCLIFF AVE,,43.691611,-79.264661,,,,,1
1530,6681,PHARMACY AVE AT COMSTOCK RD,,43.71919,-79.294806,,,,,1
1533,4662,TAPSCOTT RD AT LIGHTHALL CRES NORTH SIDE,,43.810955,-79.235578,,,,,1
1535,8152,ST CLAIR AVE WEST AT BATHURST ST,,43.682988,-79.418395,,,,,1
1536,3656,GLENCAIRN AVE AT GLENMOUNT AVE,,43.711786,-79.430404,,,,,2
1537,9598,NUGGET AVE AT MARKHAM RD WEST SIDE,,43.798528,-79.241813,,,,,1
1539,13526,THE BRIDLE WALK AT MAJOR MACKENZIE DR EAST,,43.899444,-79.309415,,,,,1
1540,499,BLOOR ST WEST AT BRUNSWICK AVE,,43.665998,-79.40732,,,,,1
1542,3944,JANE ST AT YEWTREE BLVD NORTH SIDE,,43.755135,-79.516962,,,,,1
1543,5798,MORTIMER AVE AT WOODYCREST AVE,,43.686491,-79.344572,,,,,1
1544,11191,75 WYNFORD HEIGHTS CRES,,43.727589,-79.326819,,,,,1
1545,3417,CHAPLIN CRES AT ORIOLE PKWY,,43.697898,-79.403592,,,,,1
1546,6100,SOUTHWOOD DR AT WILLIAMSON RD,,43.674546,-79.296404,,,,,2
1547,9603,NUGGET AVE AT MCCOWAN RD,,43.792335,-79.258866,,,,,1
1548,2491,FINCH AVE EAST AT BIRCHMOUNT RD,,43.799172,-79.305756,,,,,1
1550,4914,COXWELL AVE AT SPRINGDALE BLVD,,43.687212,-79.32509,,,,,2
1551,10945,QUEENS QUAY FERRY DOCKS TERMINAL,,43.641806,-79.377186,,,,,1
1552,12028,MCNICOLL AVE AT BOXDENE AVE,,43.818577,-79.269377,,,,,1
1553,6381,FLEMINGTON RD AT BLOSSOMFIELD DR NORTH SIDE,,43.719203,-79.448181,,,,,1
1554,9453,COSBURN AVE AT ROOSEVELT RD EAST SIDE,,43.693505,-79.330567,,,,,1
1555,6195,THE WESTWAY AT MARTIN GROVE RD EAST SIDE,,43.683365,-79.566594,,,,,1
1557,2132,DUNDAS ST EAST AT SUMACH ST,,43.660525,-79.360684,,,,,2
1558,2716,ISLINGTON AVE AT BEAUMONDE HEIGHTS DR NORTH SIDE,,43.742858,-79.567695,,,,,2
1559,5646,MARTIN GROVE RD AT SILVERSTONE DR,,43.75081,-79.598364,,,,,1
1560,5580,MARKHAM RD AT PROGRESS AVE,,43.781634,-79.233561,,,,,2
1561,2307,EGLINTON AVE EAST AT ROSEMOUNT DR,,43.730969,-79.273818,,,,,1
1562,2460,FAYWOOD BLVD AT ALMORE AVE,,43.745627,-79.448995,,,,,1
1563,7873,JESMOND AVE AT CEDRIC AVE,,43.690034,-79.437502,,,,,2
1565,5799,MORTIMER AVE AT WOODYCREST AVE,,43.686686,-79.344244,,,,,1
1566,812,COLLEGE ST AT BATHURST ST,,43.65657,-79.407339,,,,,2
1567,4346,KIPLING AVE AT NORTH HEIGHTS RD,,43.66486,-79.545581,,,,,2
1568,8729,WESTON RD AT HABITANT DR,,43.746053,-79.541212,,,,,1
1569,2302,OPPOSITE 2001 EGLINTON AVE EAST,,43.729,-79.28304,,,,,1
1570,11614,STEELES AVE EAST AT WALKWAY TO JOYCEDALE ST,,43.833683,-79.264264,,,,,1
1571,9818,4325 MCCOWAN RD (MILLIKEN PARK REC CENTRE),,43.828928,-79.275068,,,,,1
1573,2227,THE EAST MALL AT YARN RD,,43.632288,-79.553477,,,,,1
1574,11835,VAUGHAN RD AT OAKWOOD AVE EAST SIDE,,43.691979,-79.439825,,,,,1
1575,903,DANFORTH AVE AT MONARCH PARK AVE,,43.682686,-79.327079,,,,,1
1576,7996,NORELCO DR AT ORMONT DR,,43.767357,-79.534477,,,,,2
1577,950,DAVENPORT RD AT OSSINGTON AVE EAST SIDE,,43.674664,-79.43042,,,,,1
1578,4756,AIRPORT RD AT DERRY RD EAST NORTH SIDE,,43.70411,-79.642841,,,,,2
1579,8084,SENTINEL RD AT FOUNTAINHEAD RD NORTH SIDE,,43.762623,-79.500454,,,,,1
1581,4139,KING ST EAST AT ONTARIO ST,,43.651864,-79.365876,,,,,1
1582,932,DAVENPORT RD AT CALEDONIA PARK RD EAST SIDE,,43.671107,-79.450521,,,,,1
1583,962,DONLANDS AVE AT FLOYD AVE,,43.689149,-79.340977,,,,,2
1584,3993,KEELE ST AT FLAMBOROUGH DR,,43.703006,-79.476876,,,,,1
1585,907,DANFORTH AVE AT PLAYTER BLVD,,43.676835,-79.355193,,,,,1
1586,1954,DON MILLS RD AT MOATFIELD DR SOUTH SIDE,,43.758327,-79.34732,,,,,1
1587,5538,MAIN ST AT SWANWICK AVE,,43.682102,-79.299333,,,,,1
1588,9567,NUGGET AT DOVEDALE CRT,,43.796749,-79.24753,,,,,1
1589,7181,SHEPPARD AVE EAST AT DURNFORD RD,,43.800865,-79.150843,,,,,1
1591,9627,THE EAST MALL AT THE QUEENSWAY,,43.61622,-79.546041,,,,,1
1592,9467,COSBURN AVE AT GREENWOOD AVE,,43.692125,-79.337602,,,,,2
1593,5156,LAKE SHORE BLVD WEST AT TWENTY SECOND ST,,43.597338,-79.521251,,,,,2
1594,7405,VARNA DR AT LAWRENCE AVE WEST,,43.717831,-79.437849,,,,,1
1596,369,BELLAMY RD NORTH AT PAINTED POST DR,,43.760591,-79.236272,,,,,1
1597,9969,LAWRENCE AVE EAST AT OPPOSITE WALKWAY TO RIDGEWOOD RD,,43.786215,-79.12498,,,,,2
1598,2089,DUFFERIN ST AT SHANLY ST,,43.663251,-79.436864,,,,,1
1599,3799,ISLINGTON AVE AT GOSFIELD GATE SOUTH SIDE,,43.725271,-79.560044,,,,,1
1600,4610,SPADINA RD AT HEATH ST WEST,,43.686674,-79.411904,,,,,1
1602,354,BELLAMY RD NORTH AT ELLESMERE RD SOUTH SIDE,,43.773883,-79.241768,,,,,1
1603,9290,DREWRY AVE AT HILDA AVE,,43.785533,-79.42422,,,,,1
1604,9700,GERRARD ST EAST AT PICKERING ST,,43.685785,-79.292022,,,,,2
1605,2449,EVANS AVE AT KIPLING AVE,,43.616042,-79.524347,,,,,1
1606,2170,DUNDAS ST WEST AT LANSDOWNE AVE,,43.650111,-79.440135,,,,,2
1607,2929,OPPOSITE 1275 MORNINGSIDE AVE,,43.803405,-79.200274,,,,,1
1608,3394,CALVINGTON DR AT EXBURY RD,,43.730998,-79.495198,,,,,2
1609,156,BATHURST ST AT BLUE FLAG GATE,,43.768648,-79.441865,,,,,1
1610,8406,VAUGHAN RD AT ATLAS AVE,,43.68917,-79.433728,,,,,1
1612,1055,FINCH AVE EAST AT MCCOWAN RD,,43.807845,-79.266726,,,,,1
1613,9299,115 SKYWAY AVE,,43.683855,-79.583031,,,,,1
1614,4898,COMMISSIONERS ST AT SAULTER ST,,43.649521,-79.342383,,,,,1
1615,669,BURNHAMTHORPE RD AT MARTIN GROVE RD,,43.64852,-79.549756,,,,,1
1616,8505,VICTORIA PARK AVE AT ST CLAIR AVE EAST,,43.708618,-79.295766,,,,,1
1617,6985,ROYAL YORK RD AT COUNTRY CLUB DR,,43.674485,-79.523222,,,,,2
1618,7375,STEPHEN DR AT WHITWORTH AVE NORTH SIDE,,43.632813,-79.48521,,,,,1
1619,3722,HORNER AVE AT JUDSON ST,,43.611721,-79.51549,,,,,1
1620,4818,BRIMLEY RD AT CHARTLAND BLVD,,43.801619,-79.274871,,,,,1
1621,411,BIRCHMOUNT RD AT FINCH AVE EAST,,43.798743,-79.305691,,,,,1
1623,491,BLOOR ST WEST AT BATHURST ST,,43.665017,-79.411321,,,,,1
1624,7110,SENLAC RD AT BURNETT AVE,,43.762414,-79.424112,,,,,1
1625,7827,HOLLINGER RD AT DOHME AVE EAST SIDE,,43.713226,-79.313912,,,,,2
1626,2337,EGLINTON AVE WEST AT RONALD AVE,,43.694247,-79.456973,,,,,1
1627,573,BLOOR ST WEST AT QUEENS PARK,,43.668555,-79.394305,,,,,1
1628,11843,LAMBTON AVE AT BEECHWOOD AVE EAST SIDE,,43.681788,-79.494374,,,,,1
1630,9037,YONGE ST AT CRESCENT RD SOUTH SIDE (ROSEDALE STATION),,43.676573,-79.389457,,,,,1
1631,5864,45 NORFINCH DR,,43.757191,-79.526818,,,,,1
1632,4596,SHEPPARD AVE WEST AT KODIAK CRES (SOUTH),,43.751865,-79.466919,,,,,1
1633,3852,ISLINGTON AVE AT WESTHAMPTON DR SOUTH SIDE,,43.70418,-79.550141,,,,,2
1635,5954,OSSINGTON AVE AT CHURCHILL AVE,,43.651764,-79.421588,,,,,1
1636,11608,STEELES AVE EAST AT SHADLOCK ST,,43.834084,-79.261385,,,,,1
1637,4748,6355 AIRPORT RD,,43.691085,-79.62516,,,,,2
1638,466,BIRCHMOUNT RD AT WALKWAY TO AMBERCROFT BLVD,,43.813872,-79.313644,,,,,1
1639,623,BRIMLEY RD AT DORCOT AVE SOUTH SIDE,,43.758728,-79.257178,,,,,1
1640,10220,HARBORD ST AT MANNING AVE,,43.660422,-79.41477,,,,,1
1641,2482,FINCH AVE EAST AT ALAMOSA DR,,43.789011,-79.373464,,,,,1
1642,334,BEDFORD RD AT DAVENPORT RD,,43.674533,-79.399915,,,,,1
1643,14244,WARDEN AVE AT CALVERT RD NORTH SIDE,,43.877526,-79.339467,,,,,1
1644,6899,THE QUEENSWAY AT LOMA RD,,43.625085,-79.508653,,,,,1
1645,2750,KENNEDY RD AT DANFORTH RD NORTH SIDE,,43.71552,-79.260971,,,,,1
1646,61,AVENUE RD AT DUPONT ST,,43.677107,-79.397418,,,,,1
1647,8699,WESTON RD AT BRADSTOCK RD,,43.739191,-79.539595,,,,,1
1649,8150,ST CLAIR AVE WEST AT AVENUE RD WEST SIDE,,43.686535,-79.402103,,,,,1
1650,1420,OCONNOR DR AT PAPE AVE,,43.693341,-79.35014,,,,,1
1651,13316,OPPOSITE 2650 ST CLAIR AVE WEST,,43.666472,-79.496591,,,,,2
1652,7115,SENLAC RD AT ELLERSLIE AVE,,43.768497,-79.426524,,,,,2
1653,3088,QUEEN ST WEST AT SPADINA AVE,,43.648886,-79.396062,,,,,1
1654,10543,WARDEN AVE AT HIGHWAY 7,,43.855541,-79.333641,,,,,1
1655,7701,ELLESMERE RD AT MORNELLE CRT,,43.785001,-79.195193,,,,,1
1656,150,BATHURST ST AT HEATHDALE RD SOUTH SIDE,,43.688764,-79.420688,,,,,2
1657,5589,MARTIN GROVE RD AT ALBION RD,,43.742431,-79.594611,,,,,2
1658,8139,ST CLAIR AVE EAST AT DENVALE RD,,43.704379,-79.318373,,,,,1
1659,7810,HARBORD ST AT GRACE ST,,43.659844,-79.417575,,,,,1
1661,273,BAYVIEW AVE AT GARNIER PARK,,43.801054,-79.395495,,,,,1
1662,5677,MCCOWAN RD AT ST ANDREWS RD,,43.760033,-79.246706,,,,,2
1663,5942,OCONNOR DR AT WOODBINE AVE,,43.699935,-79.31912,,,,,2
1664,4402,LANSDOWNE AVE AT DUPONT ST,,43.666865,-79.446607,,,,,1
1665,1739,BIRCHMOUNT RD AT DANFORTH AVE,,43.697222,-79.26419,,,,,1
1666,2478,FERRIS RD AT SQUIRES AVE,,43.704938,-79.298704,,,,,2
1667,5448,LESLIE ST AT GREYHOUND DR SOUTH SIDE,,43.792031,-79.368629,,,,,1
1668,8989,YONGE ST AT FINCH AVE WEST,,43.779948,-79.415773,,,,,1
1669,1433,38 ORFUS RD,,43.719707,-79.459476,,,,,1
1670,4490,MILVAN DR AT PENN DR (NORTH),,43.755316,-79.55831,,,,,1
1672,4002,KEELE ST AT INGRAM DR,,43.699279,-79.475771,,,,,1
1675,9099,STEEPROCK DR AT WHITEHORSE RD,,43.758296,-79.472614,,,,,1
1676,9672,PARK RD (ZOO) AT KIRKHAMS RD EAST SIDE,,43.81813,-79.175121,,,,,2
1677,236,BAY ST AT CHARLES ST WEST SOUTH SIDE,,43.667981,-79.388876,,,,,1
1678,4007,KEELE ST AT LAWRENCE AVE WEST NORTH SIDE,,43.709426,-79.478013,,,,,1
1680,7946,VICTORIA PARK AVE LOOP AT STEELES AVE EAST,,43.81662,-79.341413,,,,,1
1681,8398,UPPER HIGHLAND CRES AT MUNRO BLVD,,43.746221,-79.396657,,,,,2
1682,972,DONLANDS AVE AT SOMERS AVE SOUTH SIDE,,43.684304,-79.338993,,,,,1
1683,5636,MARTIN GROVE RD AT RAMPART RD,,43.734111,-79.590525,,,,,1
1684,6382,FLEMINGTON RD AT BLOSSOMFIELD DR,,43.719114,-79.448356,,,,,1
1685,7453,WINDERMERE PLACE AT WINDERMERE AVE,,43.63814,-79.47108,,,,,1
1686,4503,OLD WESTON RD AT ROCKWELL AVE,,43.67668,-79.464001,,,,,1
1687,3886,JANE ST AT EGLINTON AVE WEST NORTH SIDE,,43.684858,-79.498753,,,,,1
1688,2834,44 LONGBOURNE DR,,43.680135,-79.568796,,,,,1
1689,10527,ELLESMERE RD AT CALVERLEY TRAIL,,43.78949,-79.176571,,,,,1
1690,818,COLLEGE ST AT BROCK AVE,,43.651699,-79.436456,,,,,2
1691,8998,YONGE ST AT GLENGROVE AVE WEST,,43.719635,-79.401209,,,,,1
1692,2944,MORNINGSIDE AVE AT FORDOVER DR,,43.75464,-79.180318,,,,,1
1693,2558,FINCH AVE EAST AT TAPSCOTT RD,,43.814063,-79.237335,,,,,1
1694,756,CARLTON ST AT ONTARIO ST,,43.663821,-79.370401,,,,,2
1695,9081,YORK MILLS RD AT RAYOAK DR,,43.762051,-79.321512,,,,,1
1696,1667,YONGE ST AT BELSIZE DR,,43.700201,-79.396851,,,,,1
1697,7474,YORK MILLS RD AT UPPER HIGHLAND CRES,,43.745541,-79.396356,,,,,1
1698,5629,MARTIN GROVE RD AT MILKWOOD AVE,,43.73022,-79.588737,,,,,1
1699,9375,CHRISTIE ST AT DAVENPORT RD,,43.675754,-79.423265,,,,,2
1700,2391,EGLINTON AVE WEST AT OLD FOREST HILL RD,,43.701626,-79.42291,,,,,1
1701,2935,MORNINGSIDE AVE AT CASEBRIDGE CRT,,43.808753,-79.202466,,,,,1
1702,6463,HUNTINGWOOD DR AT ST CRISPINS DR,,43.792014,-79.297501,,,,,1
1703,8789,WILLOWDALE AVE AT ABITIBI AVE NORTH SIDE,,43.797969,-79.413792,,,,,2
1704,5035,EAST AVE AT EAST WILLOW GATE,,43.787478,-79.134523,,,,,1
1705,7180,SHEPPARD AVE EAST AT ATRIUM LANE,,43.800904,-79.150306,,,,,1
1706,5744,MIDLAND AVE AT SOUTH SHIELDS AVE,,43.806921,-79.288598,,,,,1
1707,9782,STEELES AVE EAST AT MIDLAND AVE,,43.825737,-79.297616,,,,,1
1708,13951,UNDERPASS GATE AT FENELON DR EAST SIDE,,43.762033,-79.337416,,,,,1
1709,4072,KENNEDY RD AT BRIGSTOCK RD SOUTH SIDE,,43.760979,-79.279507,,,,,1
1712,4143,KING ST EAST AT SACKVILLE ST,,43.6543,-79.360379,,,,,1
1713,4703,WASHBURN WAY AT SHEPPARD AVE EAST NORTH SIDE,,43.796634,-79.227621,,,,,1
1715,8730,WESTON RD AT HUMBER BLVD,,43.683252,-79.480482,,,,,1
1717,3,ALNESS ST AT FLINT RD,,43.781744,-79.477584,,,,,1
1719,5163,LAKE SHORE BLVD WEST AT THIRTY FIRST ST,,43.595155,-79.530407,,,,,2
1720,9529,OPPOSITE 49 MABELLE AVE,,43.645504,-79.528623,,,,,1
1721,10951,LITTLES RD AT OLD FINCH AVE,,43.820932,-79.206036,,,,,1
1722,5120,HIGH PARK AVE AT GLENLAKE AVE,,43.657296,-79.466955,,,,,1
1723,4116,KENNEDY RD AT RADNOR AVE,,43.746029,-79.27381,,,,,2
1724,3932,JANE ST AT TRETHEWEY DR,,43.697301,-79.502161,,,,,1
1725,6209,WICKSTEED AVE AT BRENTCLIFFE RD,,43.711068,-79.359815,,,,,2
1727,8564,WARDEN AVE AT FAIRFAX CRES,,43.716262,-79.282981,,,,,1
1728,6335,CRESCENT RD AT ROSEDALE RD WEST SIDE,,43.677806,-79.384925,,,,,2
1730,11834,NORTHCLIFFE AVE AT EGLINTON AVE WEST,,43.696152,-79.447526,,,,,1
1731,8795,WILLOWDALE AVE AT CENTRE AVE,,43.792942,-79.411754,,,,,2
1732,8690,WESTON RD AT BURGUNDY CT NORTH SIDE,,43.729288,-79.535903,,,,,1
1733,4707,WASHBURN WAY AT MAMMOTH HALL TRAIL,,43.801071,-79.226152,,,,,1
1734,5045,75 THE EAST MALL,,43.618788,-79.548016,,,,,1
1735,5456,LESLIE ST AT LONGWOOD DR,,43.749578,-79.359402,,,,,2
1736,10122,PARK LAWN RD AT CANNON RD,,43.632976,-79.491946,,,,,1
1737,5162,LAKE SHORE BLVD WEST AT THIRTIETH ST,,43.595472,-79.52966,,,,,2
1738,10014,MCCOWAN RD AT GILLINGHAM AVE,,43.835287,-79.276473,,,,,1
1739,3030,QUEEN ST EAST AT JONES AVE,,43.662578,-79.332925,,,,,1
1740,9370,CHRISTIE ST AT TYRREL AVE,,43.678108,-79.424072,,,,,1
1741,4715,WOODWARD AVE AT QUEEN ST EAST,,43.665512,-79.319624,,,,,2
1743,1932,DON MILLS RD AT FINCH AVE EAST,,43.792867,-79.355008,,,,,1
1744,3034,QUEEN ST EAST AT BROOKLYN AVE,,43.662069,-79.335808,,,,,1
1745,8484,VICTORIA PARK AVE AT MEIGHEN AVE,,43.705359,-79.294425,,,,,1
1746,9169,LESLIE ST AT YORK MILLS RD SOUTH SIDE,,43.752553,-79.360065,,,,,1
1748,11237,GILTSPUR DR AT JANE ST,,43.734812,-79.511004,,,,,2
1750,5511,LONG BRANCH LOOP,,43.591811,-79.544124,,,,,2
1751,1443,PARK ST AT ATLEE AVE,,43.711332,-79.250949,,,,,2
1752,4215,KINGSTON RD AT CHINE DR,,43.714299,-79.245098,,,,,1
1753,382,BIRCHMOUNT RD AT BONIS AVE,,43.783476,-79.299124,,,,,1
1754,2697,HIGHVIEW AVE AT LILLINGTON AVE,,43.70047,-79.263074,,,,,2
1756,11889,ADELAIDE ST WEST AT SIMCOE ST,,43.648569,-79.386732,,,,,1
1757,3378,BROOKLAWN AVE AT KINGSTON RD SOUTH SIDE,,43.72161,-79.235893,,,,,1
1758,13334,KINGSTON RD AT RESTHAVEN MEMORIAL GARDENS,,43.715819,-79.243388,,,,,1
1759,73,AVENUE RD AT WILSON AVE,,43.739705,-79.421397,,,,,1
1760,323,BAYVIEW AVE AT TRUMAN RD,,43.760431,-79.386402,,,,,1
1761,7335,SOUTH DR AT GLEN RD,,43.677655,-79.374974,,,,,2
1762,7208,SHEPPARD AVE EAST AT MASSIE ST WEST SIDE,,43.792559,-79.245442,,,,,1
1763,2965,MORNINGSIDE AVE AT SEWELLS RD NORTH SIDE,,43.816633,-79.21143,,,,,1
1764,1989,THE DONWAY WEST AT LAWRENCE AVE EAST NORTH SIDE,,43.737449,-79.34679,,,,,1
1765,934,DAVENPORT RD AT CHRISTIE ST WEST SIDE,,43.67551,-79.423565,,,,,1
1766,1196,JONES AVE AT SHUDELL AVE,,43.675267,-79.33828,,,,,2
1767,3260,YORK MILLS RD AT HEDGEWOOD RD EAST SIDE,,43.744875,-79.398732,,,,,1
1768,4985,DIXON RD AT HIGHWAY 401,,43.692744,-79.565843,,,,,1
1769,1888,DAWES RD AT DENTONIA PARK AVE,,43.691876,-79.296963,,,,,2
1770,4085,KENNEDY RD AT FORBES RD,,43.75534,-79.276894,,,,,1
1771,8264,STEELES AVE WEST AT CAPSTAN GATE,,43.783447,-79.487039,,,,,1
1772,6678,PHARMACY AVE AT CHRISTINA CRES (SOUTH),,43.760833,-79.311035,,,,,1
1773,479,BLOOR ST EAST AT CHURCH ST,,43.671146,-79.382992,,,,,1
1774,6757,PHARMACY AVE AT SUNDRIDGE DR,,43.721584,-79.296037,,,,,1
1775,1002,DUPONT ST AT DOVERCOURT RD,,43.669591,-79.432851,,,,,1
1776,5817,MT PLEASANT RD AT ERSKINE AVE,,43.712685,-79.391869,,,,,1
1778,1421,OCONNOR DR AT RIVERCOURT BLVD,,43.693704,-79.348146,,,,,2
1779,6618,NEPTUNE DR AT RAJAH ST,,43.732085,-79.438452,,,,,1
1780,2746,519 KENNEDY RD,,43.719561,-79.262395,,,,,2
1781,8457,VICTORIA PARK AVE AT ELVASTON DR SOUTH SIDE,,43.729518,-79.304809,,,,,1
1782,10151,COLLEGE ST AT MAJOR ST,,43.657551,-79.402667,,,,,2
1784,7771,GARYRAY DR AT NORELCO DR,,43.769757,-79.535855,,,,,2
1785,5914,OAKWOOD AVE AT ST CLAIR AVE WEST NORTH SIDE,,43.680177,-79.435813,,,,,1
1786,6399,GLEN RD AT DOUGLAS DR,,43.685279,-79.372548,,,,,2
1787,690,BURNHAMTHORPE RD AT RENFORTH DR WEST SIDE,,43.643391,-79.572865,,,,,1
1788,6652,PARLIAMENT ST AT WELLESLEY ST EAST SOUTH SIDE,,43.667919,-79.369546,,,,,1
1789,8758,WESTON RD AT DORA SPENCER RD NORTH SIDE,,43.69228,-79.503078,,,,,2
1790,7968,OPPOSITE 1314 MILITARY TRAIL,,43.784336,-79.183802,,,,,2
1791,590,3700 BLOOR ST WEST AT RESURRECTION RD,,43.643174,-79.530639,,,,,1
1792,2503,FINCH AVE EAST AT CHEROKEE BLVD,,43.793549,-79.336707,,,,,1
1793,125,BATHURST ST AT DREWRY AVE,,43.780932,-79.444599,,,,,1
1794,9030,YONGE ST AT MONTGOMERY AVE,,43.709702,-79.399096,,,,,1
1795,10890,DOVERCOURT RD AT DAVENPORT RD SOUTH SIDE,,43.673928,-79.434562,,,,,2
1796,5972,OSSINGTON AVE AT HARBORD ST,,43.6584,-79.424161,,,,,1
1798,3424,4375 CHESSWOOD DR,,43.761034,-79.477914,,,,,2
1799,1197,JONES AVE AT SPROAT AVE SOUTH SIDE,,43.667755,-79.335064,,,,,1
1800,2694,HIGHVIEW AVE AT BAUDINA CRES,,43.701539,-79.258418,,,,,1
1801,2043,DUFFERIN ST AT DUNDAS ST WEST,,43.649459,-79.431252,,,,,1
1802,8974,YONGE ST AT CRANBROOKE AVE,,43.729258,-79.403404,,,,,1
1803,8450,VICTORIA PARK AVE AT DRAYCOTT DR SOUTH SIDE,,43.731992,-79.305827,,,,,1
1804,6474,LOWER JARVIS ST AT THE ESPLANADE,,43.648078,-79.370754,,,,,1
1805,3212,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),,43.782039,-79.415929,,,,,1
1807,2895,MCNICOLL AVE AT MOGUL DR,,43.799755,-79.351958,,,,,1
1809,9678,BRIMLEY RD AT STEELES AVE EAST,,43.828106,-79.287072,,,,,1
1810,2796,KINGSTON RD AT SOUTHWOOD DR,,43.678753,-79.298363,,,,,1
1812,2198,615 THE EAST MALL,,43.657031,-79.566765,,,,,1
1813,9874,SHEFFIELD ST AT DENSLEY AVE,,43.705094,-79.47051,,,,,1
1814,9847,BRENYON WAY AT PIONEER PATHWAY,,43.806177,-79.213499,,,,,1
1815,6247,BANNATYNE DR AT RIDERWOOD DR,,43.758019,-79.364362,,,,,1
